Timestamp,Device,Power(W),"Energy Consumption(kWh)",Voltage,Current,"Active Power (kW)","Frequency (Hz)","Power Factor","Active Energy (kWh)"
"2025-03-02 20:00:00","Air Conditioner",2000,1.0,210.14,8.0,1.0,49.9,0.97,1.5
"2025-03-02 22:00:00",Microwave,1000,1.0,221.42,4.0,1.0,50.1,0.9,0.8
"2025-03-02 23:00:00","Air Conditioner",2000,1.0,215.33,8.0,1.0,50.07,0.89,1.43
"2025-03-03 02:00:00",Refrigerator,200,0.15,220.28,1.0,0.15,49.85,1.0,0.1
"2025-03-03 04:00:00",Refrigerator,200,0.15,225.1,1.0,0.15,49.9,0.86,0.14
"2025-03-03 21:00:00",Refrigerator,200,0.15,224.86,1.0,0.15,49.84,0.9,0.16
"2025-03-03 00:00:00","Air Conditioner",2000,2.0,216.6,8.0,2.0,49.91,0.97,2.42
"2025-03-03 01:00:00","Air Conditioner",2000,2.0,225.59,8.0,2.0,50.05,0.85,1.21
"2025-03-03 02:00:00","Air Conditioner",2000,2.0,222.42,8.0,2.0,50.11,0.88,2.88
"2025-03-03 06:00:00","Air Conditioner",2000,2.0,234.94,8.0,2.0,49.97,0.93,2.84
"2025-03-03 07:00:00","Air Conditioner",2000,2.0,217.27,8.0,2.0,50.08,0.92,1.29
"2025-03-03 09:00:00","Air Conditioner",2000,2.0,233.75,8.0,2.0,49.86,0.86,1.7
"2025-03-03 10:00:00","Air Conditioner",2000,2.0,222.5,8.0,2.0,49.97,0.85,1.71
"2025-03-03 11:00:00","Air Conditioner",2000,2.0,224.49,8.0,2.0,50.04,0.89,1.43
"2025-03-03 12:00:00","Air Conditioner",2000,2.0,230.63,8.0,2.0,49.83,0.95,1.17
"2025-03-03 13:00:00","Air Conditioner",2000,2.0,228.94,8.0,2.0,49.85,0.9,2.94
"2025-03-03 15:00:00","Air Conditioner",2000,2.0,220.81,8.0,2.0,50.15,0.99,2.39
"2025-03-03 19:00:00","Air Conditioner",2000,2.0,222.68,8.0,2.0,50.18,0.93,1.28
"2025-03-03 20:00:00","Air Conditioner",2000,2.0,225.48,8.0,2.0,49.82,0.9,2.06
"2025-03-03 21:00:00","Air Conditioner",2000,2.0,238.65,8.0,2.0,50.0,0.86,1.4
"2025-03-03 00:00:00","Washing Machine",600,0.5,239.94,3.0,0.5,50.01,0.99,0.68
"2025-03-03 01:00:00",Microwave,1000,0.5,222.1,4.0,0.5,49.94,0.92,0.33
"2025-03-03 03:00:00","Washing Machine",600,0.5,223.63,3.0,0.5,50.02,0.91,0.27
"2025-03-03 07:00:00","Washing Machine",600,0.5,220.87,3.0,0.5,49.85,0.89,0.61
"2025-03-03 08:00:00","Washing Machine",600,0.5,215.24,3.0,0.5,50.15,0.99,0.48
"2025-03-03 10:00:00","Washing Machine",600,0.5,221.39,3.0,0.5,50.15,0.89,0.63
"2025-03-03 12:00:00","Washing Machine",600,0.5,224.92,3.0,0.5,50.01,0.99,0.63
"2025-03-03 13:00:00","Washing Machine",600,0.5,226.61,3.0,0.5,50.1,0.94,0.58
"2025-03-03 14:00:00",Microwave,1000,0.5,218.97,4.0,0.5,50.03,0.93,0.38
"2025-03-03 15:00:00",Microwave,1000,0.5,236.39,4.0,0.5,49.99,0.97,0.7
"2025-03-03 16:00:00","Washing Machine",600,0.5,232.0,3.0,0.5,49.84,0.94,0.48
"2025-03-03 17:00:00",Microwave,1000,0.5,214.3,4.0,0.5,50.03,0.9,0.47
"2025-03-03 18:00:00","Washing Machine",600,0.5,232.13,3.0,0.5,49.85,0.92,0.28
"2025-03-03 19:00:00",Microwave,1000,0.5,225.65,4.0,0.5,49.86,0.97,0.61
"2025-03-03 22:00:00",Microwave,1000,0.5,228.61,4.0,0.5,49.82,0.93,0.6
"2025-03-03 01:00:00",Refrigerator,200,0.06,239.04,1.0,0.06,49.82,0.95,0.08
"2025-03-03 11:00:00",Refrigerator,200,0.06,230.04,1.0,0.06,50.01,0.93,0.09
"2025-03-03 12:00:00",Refrigerator,200,0.06,230.48,1.0,0.06,50.0,0.97,0.05
"2025-03-03 14:00:00",Refrigerator,200,0.06,217.39,1.0,0.06,50.05,0.89,0.06
"2025-03-03 22:00:00",Refrigerator,200,0.06,219.11,1.0,0.06,49.88,0.87,0.04
"2025-03-03 00:00:00",Microwave,1000,1.0,222.06,4.0,1.0,49.86,0.89,0.53
"2025-03-03 01:00:00","Air Conditioner",2000,1.0,224.0,8.0,1.0,49.81,0.96,1.09
"2025-03-03 02:00:00",Microwave,1000,1.0,228.75,4.0,1.0,49.93,0.86,1.13
"2025-03-03 03:00:00",Microwave,1000,1.0,226.08,4.0,1.0,50.19,0.96,1.33
"2025-03-03 04:00:00","Air Conditioner",2000,1.0,225.12,8.0,1.0,49.86,0.87,1.06
"2025-03-03 05:00:00","Air Conditioner",2000,1.0,232.61,8.0,1.0,49.94,0.94,0.99
"2025-03-03 06:00:00","Air Conditioner",2000,1.0,239.49,8.0,1.0,49.96,0.96,0.78
"2025-03-03 07:00:00","Air Conditioner",2000,1.0,220.72,8.0,1.0,50.06,0.99,1.25
"2025-03-03 08:00:00","Air Conditioner",2000,1.0,229.5,8.0,1.0,50.14,0.91,1.11
"2025-03-03 09:00:00","Air Conditioner",2000,1.0,226.5,8.0,1.0,50.11,0.95,1.32
"2025-03-03 10:00:00",Microwave,1000,1.0,237.05,4.0,1.0,50.16,0.87,1.11
"2025-03-03 11:00:00","Air Conditioner",2000,1.0,213.45,8.0,1.0,50.03,0.9,0.7
"2025-03-03 12:00:00",Microwave,1000,1.0,227.81,4.0,1.0,50.12,0.95,1.43
"2025-03-03 15:00:00",Microwave,1000,1.0,216.35,4.0,1.0,50.04,0.97,0.58
"2025-03-03 17:00:00",Microwave,1000,1.0,219.45,4.0,1.0,49.99,0.86,1.1
"2025-03-03 19:00:00","Air Conditioner",2000,1.0,231.42,8.0,1.0,50.02,0.9,0.56
"2025-03-03 20:00:00",Microwave,1000,1.0,238.33,4.0,1.0,49.84,0.87,0.81
"2025-03-03 21:00:00",Microwave,1000,1.0,229.61,4.0,1.0,50.11,0.96,1.23
"2025-03-03 22:00:00","Air Conditioner",2000,1.0,226.91,8.0,1.0,49.94,0.9,1.06
"2025-03-03 23:00:00","Air Conditioner",2000,1.0,211.32,8.0,1.0,50.16,0.9,1.39
"2025-03-04 01:00:00",Refrigerator,200,0.15,229.77,1.0,0.15,50.16,0.87,0.12
"2025-03-04 03:00:00",Refrigerator,200,0.15,224.54,1.0,0.15,50.16,0.92,0.1
"2025-03-04 05:00:00",Refrigerator,200,0.15,231.77,1.0,0.15,50.13,0.86,0.2
"2025-03-04 08:00:00",Refrigerator,200,0.15,226.9,1.0,0.15,50.12,0.93,0.13
"2025-03-04 09:00:00",Refrigerator,200,0.15,238.08,1.0,0.15,49.82,0.96,0.19
"2025-03-04 10:00:00",Refrigerator,200,0.15,219.76,1.0,0.15,50.09,0.85,0.17
"2025-03-04 18:00:00",Refrigerator,200,0.15,213.31,1.0,0.15,49.92,0.92,0.13
"2025-03-04 00:00:00","Air Conditioner",2000,2.0,226.72,8.0,2.0,50.06,0.98,1.74
"2025-03-04 04:00:00","Air Conditioner",2000,2.0,238.04,8.0,2.0,49.91,0.88,1.19
"2025-03-04 06:00:00","Air Conditioner",2000,2.0,224.75,8.0,2.0,50.19,0.94,2.85
"2025-03-04 09:00:00","Air Conditioner",2000,2.0,226.0,8.0,2.0,50.08,0.88,2.76
"2025-03-04 10:00:00","Air Conditioner",2000,2.0,222.33,8.0,2.0,49.8,0.88,2.59
"2025-03-04 13:00:00","Air Conditioner",2000,2.0,230.43,8.0,2.0,50.2,0.94,1.55
"2025-03-04 14:00:00","Air Conditioner",2000,2.0,224.65,8.0,2.0,50.0,0.89,2.56
"2025-03-04 17:00:00","Air Conditioner",2000,2.0,235.77,8.0,2.0,49.91,0.95,1.73
"2025-03-04 18:00:00","Air Conditioner",2000,2.0,229.67,8.0,2.0,50.03,0.91,2.9
"2025-03-04 19:00:00","Air Conditioner",2000,2.0,226.91,8.0,2.0,50.08,0.88,1.71
"2025-03-04 21:00:00","Air Conditioner",2000,2.0,233.54,8.0,2.0,50.2,0.94,2.78
"2025-03-04 22:00:00","Air Conditioner",2000,2.0,210.9,8.0,2.0,50.04,0.97,2.13
"2025-03-04 00:00:00",Microwave,1000,0.5,225.32,4.0,0.5,50.09,0.97,0.43
"2025-03-04 01:00:00",Microwave,1000,0.5,236.43,4.0,0.5,50.0,0.9,0.46
"2025-03-04 04:00:00",Microwave,1000,0.5,212.82,4.0,0.5,49.81,0.89,0.26
"2025-03-04 05:00:00",Microwave,1000,0.5,222.57,4.0,0.5,49.87,0.91,0.59
"2025-03-04 06:00:00","Washing Machine",600,0.5,239.45,3.0,0.5,49.94,0.88,0.34
"2025-03-04 07:00:00","Washing Machine",600,0.5,216.59,3.0,0.5,50.12,0.89,0.7
"2025-03-04 08:00:00","Washing Machine",600,0.5,216.13,3.0,0.5,49.84,0.88,0.28
"2025-03-04 09:00:00","Washing Machine",600,0.5,212.81,3.0,0.5,50.12,1.0,0.59
"2025-03-04 11:00:00","Washing Machine",600,0.5,238.59,3.0,0.5,49.87,0.99,0.65
"2025-03-04 16:00:00",Microwave,1000,0.5,218.86,4.0,0.5,49.83,0.93,0.56
"2025-03-04 20:00:00","Washing Machine",600,0.5,220.92,3.0,0.5,49.91,0.94,0.48
"2025-03-04 21:00:00",Microwave,1000,0.5,217.11,4.0,0.5,49.88,0.97,0.71
"2025-03-04 02:00:00",Refrigerator,200,0.06,226.82,1.0,0.06,50.16,0.89,0.06
"2025-03-04 03:00:00",Refrigerator,200,0.06,230.93,1.0,0.06,50.02,0.87,0.03
"2025-03-04 13:00:00",Refrigerator,200,0.06,213.53,1.0,0.06,49.89,0.99,0.08
"2025-03-04 14:00:00",Refrigerator,200,0.06,232.59,1.0,0.06,50.18,0.95,0.08
"2025-03-04 00:00:00","Air Conditioner",2000,1.0,212.08,8.0,1.0,50.18,0.91,0.97
"2025-03-04 02:00:00","Air Conditioner",2000,1.0,220.64,8.0,1.0,50.14,0.96,0.9
"2025-03-04 03:00:00",Microwave,1000,1.0,230.47,4.0,1.0,49.89,0.99,0.64
"2025-03-04 04:00:00",Microwave,1000,1.0,212.14,4.0,1.0,49.84,0.96,0.58
"2025-03-04 05:00:00","Air Conditioner",2000,1.0,233.44,8.0,1.0,50.08,0.98,1.49
"2025-03-04 06:00:00",Microwave,1000,1.0,227.09,4.0,1.0,50.03,0.88,0.92
"2025-03-04 08:00:00","Air Conditioner",2000,1.0,215.36,8.0,1.0,49.98,0.89,0.91
"2025-03-04 09:00:00","Air Conditioner",2000,1.0,230.18,8.0,1.0,49.83,0.94,1.25
"2025-03-04 10:00:00",Microwave,1000,1.0,224.54,4.0,1.0,49.85,0.88,0.75
"2025-03-04 11:00:00","Air Conditioner",2000,1.0,223.38,8.0,1.0,49.86,0.95,1.39
"2025-03-04 13:00:00",Microwave,1000,1.0,239.95,4.0,1.0,49.88,0.86,1.5
"2025-03-04 14:00:00","Air Conditioner",2000,1.0,234.55,8.0,1.0,50.2,0.87,1.0
"2025-03-04 16:00:00","Air Conditioner",2000,1.0,217.26,8.0,1.0,49.88,0.87,0.58
"2025-03-04 18:00:00","Air Conditioner",2000,1.0,221.97,8.0,1.0,49.87,0.86,0.75
"2025-03-04 19:00:00","Air Conditioner",2000,1.0,232.79,8.0,1.0,50.04,0.97,0.54
"2025-03-04 21:00:00","Air Conditioner",2000,1.0,228.8,8.0,1.0,50.18,1.0,0.88
"2025-03-04 22:00:00","Air Conditioner",2000,1.0,215.78,8.0,1.0,50.14,0.9,1.21
"2025-03-04 23:00:00",Microwave,1000,1.0,231.1,4.0,1.0,50.16,0.91,0.67
"2025-03-05 07:00:00",Refrigerator,200,0.15,225.97,1.0,0.15,50.08,0.87,0.18
"2025-03-05 09:00:00",Refrigerator,200,0.15,211.73,1.0,0.15,50.19,0.87,0.08
"2025-03-05 13:00:00",Refrigerator,200,0.15,224.96,1.0,0.15,50.19,0.94,0.18
"2025-03-05 15:00:00",Refrigerator,200,0.15,238.45,1.0,0.15,50.09,0.86,0.15
"2025-03-05 16:00:00",Refrigerator,200,0.15,237.83,1.0,0.15,50.12,0.93,0.14
"2025-03-05 21:00:00",Refrigerator,200,0.15,212.12,1.0,0.15,49.99,0.98,0.15
"2025-03-05 22:00:00",Refrigerator,200,0.15,214.04,1.0,0.15,50.03,0.88,0.19
"2025-03-05 00:00:00","Air Conditioner",2000,2.0,232.2,8.0,2.0,50.17,0.9,1.71
"2025-03-05 02:00:00","Air Conditioner",2000,2.0,215.45,8.0,2.0,50.03,0.88,1.61
"2025-03-05 04:00:00","Air Conditioner",2000,2.0,230.46,8.0,2.0,49.9,0.9,2.04
"2025-03-05 06:00:00","Air Conditioner",2000,2.0,220.19,8.0,2.0,49.82,0.96,1.12
"2025-03-05 07:00:00","Air Conditioner",2000,2.0,216.93,8.0,2.0,49.81,0.95,1.3
"2025-03-05 09:00:00","Air Conditioner",2000,2.0,220.36,8.0,2.0,50.05,1.0,2.37
"2025-03-05 10:00:00","Air Conditioner",2000,2.0,235.71,8.0,2.0,49.86,0.9,2.6
"2025-03-05 11:00:00","Air Conditioner",2000,2.0,233.06,8.0,2.0,50.01,0.89,2.66
"2025-03-05 13:00:00","Air Conditioner",2000,2.0,216.73,8.0,2.0,50.19,0.92,1.05
"2025-03-05 14:00:00","Air Conditioner",2000,2.0,227.88,8.0,2.0,49.8,0.89,1.5
"2025-03-05 16:00:00","Air Conditioner",2000,2.0,212.72,8.0,2.0,50.07,0.89,1.79
"2025-03-05 01:00:00","Washing Machine",600,0.5,231.94,3.0,0.5,49.82,0.9,0.67
"2025-03-05 02:00:00",Microwave,1000,0.5,213.51,4.0,0.5,49.99,0.86,0.34
"2025-03-05 04:00:00",Microwave,1000,0.5,232.13,4.0,0.5,50.1,0.93,0.51
"2025-03-05 07:00:00",Microwave,1000,0.5,224.16,4.0,0.5,50.04,0.94,0.42
"2025-03-05 10:00:00",Microwave,1000,0.5,215.3,4.0,0.5,49.81,0.95,0.68
"2025-03-05 12:00:00","Washing Machine",600,0.5,222.5,3.0,0.5,50.05,1.0,0.39
"2025-03-05 13:00:00","Washing Machine",600,0.5,221.03,3.0,0.5,49.96,0.88,0.68
"2025-03-05 14:00:00","Washing Machine",600,0.5,233.15,3.0,0.5,50.01,0.92,0.58
"2025-03-05 15:00:00","Washing Machine",600,0.5,216.19,3.0,0.5,49.96,0.99,0.3
"2025-03-05 17:00:00",Microwave,1000,0.5,219.41,4.0,0.5,49.97,0.92,0.73
"2025-03-05 18:00:00","Washing Machine",600,0.5,219.1,3.0,0.5,49.94,0.91,0.32
"2025-03-05 20:00:00",Microwave,1000,0.5,231.23,4.0,0.5,50.01,0.98,0.34
"2025-03-05 21:00:00","Washing Machine",600,0.5,212.94,3.0,0.5,50.02,0.9,0.56
"2025-03-05 22:00:00","Washing Machine",600,0.5,221.5,3.0,0.5,49.9,1.0,0.45
"2025-03-05 23:00:00","Washing Machine",600,0.5,224.75,3.0,0.5,49.96,0.98,0.46
"2025-03-05 19:00:00",Refrigerator,200,0.06,225.41,1.0,0.06,50.14,0.95,0.09
"2025-03-05 00:00:00","Air Conditioner",2000,1.0,222.19,8.0,1.0,50.17,0.89,0.86
"2025-03-05 01:00:00","Air Conditioner",2000,1.0,218.82,8.0,1.0,49.86,0.85,1.31
"2025-03-05 02:00:00",Microwave,1000,1.0,219.92,4.0,1.0,49.86,0.98,1.02
"2025-03-05 03:00:00","Air Conditioner",2000,1.0,212.91,8.0,1.0,49.87,0.9,0.85
"2025-03-05 04:00:00","Air Conditioner",2000,1.0,225.77,8.0,1.0,49.96,0.91,0.58
"2025-03-05 05:00:00","Air Conditioner",2000,1.0,222.71,8.0,1.0,50.01,0.88,0.72
"2025-03-05 06:00:00","Air Conditioner",2000,1.0,233.34,8.0,1.0,50.05,0.92,1.04
"2025-03-05 09:00:00",Microwave,1000,1.0,221.47,4.0,1.0,49.9,0.98,1.35
"2025-03-05 10:00:00",Microwave,1000,1.0,231.62,4.0,1.0,50.17,0.95,0.84
"2025-03-05 11:00:00",Microwave,1000,1.0,234.5,4.0,1.0,50.15,0.95,0.77
"2025-03-05 12:00:00","Air Conditioner",2000,1.0,215.65,8.0,1.0,50.07,0.94,0.63
"2025-03-05 13:00:00","Air Conditioner",2000,1.0,238.95,8.0,1.0,49.92,0.92,0.9
"2025-03-05 15:00:00",Microwave,1000,1.0,221.45,4.0,1.0,49.96,0.87,1.46
"2025-03-05 16:00:00",Microwave,1000,1.0,217.4,4.0,1.0,49.81,0.86,1.03
